deadline_sweep_ms,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
50.0,congested,oracle_feasible,mean_latency_ms,35.19378738629005,0.0017323805051614963,35.19284060007193,35.194926267347775,10
50.0,congested,oracle_feasible,usable_confidence_proxy,0.8010994055032731,9.475486064818916e-05,0.8010538005888461,0.801165612067193,10
50.0,congested,oracle_feasible,bandwidth_per_1000_frames_kb,3.5,6.687467549246293,0.0,8.0,10
50.0,congested,oracle_feasible,remote_output_share,0.00014000000000000001,0.00026749870196985173,0.0,0.00032,10
50.0,congested,oracle_feasible,usable_output_rate,0.9776400000000001,8.43274042711475e-05,0.9776000000000001,0.9777000000000001,10
50.0,congested,oracle_feasible,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,oracle_feasible,remote_attempt_rate,0.00014000000000000001,0.00026749870196985173,0.0,0.00032,10
50.0,congested,oracle_feasible,remote_accept_rate,0.3,0.4830458915396479,0.0,0.6,10
50.0,congested,oracle_feasible,pct_local_fast,99.986,0.026749870196983747,99.968,100.0,10
50.0,congested,oracle_feasible,pct_edge_accurate,0.013999999999999999,0.026749870196985173,0.0,0.032,10
50.0,congested,oracle_feasible,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,oracle_feasible,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,delivered_recall,0.6241299751101134,0.0,0.6241299751101134,0.6241299751101134,10
50.0,lossy,local_only,delivered_safety_recall,0.7174829557521651,1.1702778228589004e-16,0.7174829557521651,0.7174829557521651,10
50.0,lossy,local_only,delivered_recall_fresh_only,0.6385726522200994,0.0,0.6385726522200994,0.6385726522200994,10
50.0,lossy,local_only,delivered_safety_recall_fresh_only,0.7348134619297538,0.0,0.7348134619297538,0.7348134619297538,10
50.0,lossy,local_only,deadline_miss_rate,0.0224,0.0,0.0224,0.0224,10
50.0,lossy,local_only,p95_latency_ms,45.673494995571694,7.489778066296963e-15,45.673494995571694,45.673494995571694,10
50.0,lossy,local_only,mean_latency_ms,35.19284060007193,7.489778066296963e-15,35.19284060007193,35.19284060007193,10
50.0,lossy,local_only,usable_confidence_proxy,0.8010538005888461,1.1702778228589004e-16,0.8010538005888461,0.8010538005888461,10
50.0,lossy,local_only,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,usable_output_rate,0.9776000000000001,1.1702778228589004e-16,0.9776000000000001,0.9776000000000001,10
50.0,lossy,local_only,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,pct_local_fast,100.0,0.0,100.0,100.0,10
50.0,lossy,local_only,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,lossy,local_only,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,lossy,edge_only,delivered_recall,0.339104757234996,0.009439501317369146,0.33289058141962286,0.3441401899982628,10
50.0,lossy,edge_only,delivered_safety_recall,0.37149291938609963,0.00966902053063967,0.36552511435752916,0.3772215358243982,10
